OS NameSpace	OS Deployment Config	BitBucket Project	Bit Bucket Repo	OS Image
payment-services	cpa-ussd-authorization-request-v1	PAY	cpa-ussd-authorization-request-v1.git	docker-registry.default.svc:5000/payment-services/cpa-ussd-authorization-request-v1@sha256:ace919aa3517528978b246f6c015d62561793a3e7ef6620ab3ed512f859f8360
payment-services	cpa-ussd-authorization-response-v1	PAY	cpa-ussd-authorization-response-v1.git	docker-registry.default.svc:5000/payment-services/cpa-ussd-authorization-response-v1@sha256:092c5ecb2a0958bdc971c07cffc082c2e88c320b9282952cd46879ef97910af3
payment-services	ldap-dc	opt	image-ldap.git	docker-registry.default.svc:5000/base-images/ldap-service@sha256:1532c5d5f89770f2bcde4961c1e07edb0e24824497b994c5f909e173198e9855
payment-services	partnerbilling-notification-service-v1	PAY	partnerbilling-notification-service-v1.git	docker-registry.default.svc:5000/payment-services/partnerbilling-notification-service-v1@sha256:d2cf937813ee3d162e15d13583f7bbb66290cc0eb2fcd19b4570652e75b69028
payment-services	partnerbilling-oneoff-charge-v1	PAY	partnerbilling-oneoff-charge-v1.git	docker-registry.default.svc:5000/payment-services/partnerbilling-oneoff-charge-v1@sha256:c2de512858c5dfc73e8c2b51bc6a856c57e07de6129d8770da9a31a1218095cd
payment-services	partnerbilling-order-dispatcher-v1	PAY	partnerbilling-order-dispatcher-v1.git	docker-registry.default.svc:5000/payment-services/partnerbilling-order-dispatcher-v1@sha256:1b3f6ef2bcee28d7955a5ca9efc19e188d301dddef0a8fc2a385ce30ca464ff9
payment-services-oracle	cache-service	PAY	cache-service.git	docker-registry.default.svc:5000/payment-services-oracle/cache-service@sha256:67c7e51c14499e08e184014efd36042e5d318978098568c9c33c1a3ccaf604ec
payment-services-oracle	cpa-admin-ui-v1	PAY	cpa-admin-ui-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-admin-ui-v1@sha256:df61ee1d01ace36ada895ec34fce23eb3b11c6932f13442d187b5e653d0c352b
payment-services-oracle	cpa-charge-and-content-delivery-service-v1	PAY	cpa-charge-and-content-delivery-service-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-charge-and-content-delivery-service-v1@sha256:b3bab15e11e9a557633a5f0d27ec0e5e4281e03204f478f49f7ad69ae08d2f82
payment-services-oracle	cpa-charge-and-refund-service-v1	PAY	cpa-charge-and-refund-service-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-charge-and-refund-service-v1@sha256:558ee167d3442c446edaf10c2fb1300885246952bebaf8e1a61e0d56e05a50a2
payment-services-oracle	cpa-customer-and-subscription-info-v1	PAY	cpa-customer-and-subscription-info-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-customer-and-subscription-info-v1@sha256:d1852b29816ecba0b7e8141f2f52914560c11e32858805e122a15b130483a592
payment-services-oracle	cpa-deferred-billing-scheduler-v1	PAY	cpa-deferred-billing-scheduler-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-deferred-billing-scheduler-v1@sha256:9f0c8cc7aa638f7a0d51830f0fdc4f3379d7cae063cba9a0cef6e81cfdcaa65a
payment-services-oracle	cpa-limit-management-ui-v1	PAY	cpa-limit-management-ui-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-limit-management-ui-v1@sha256:831621f35e88b5aa63871111611e59660450a887b857b9d89e78883b0304fb24
payment-services-oracle	cpa-notification-service-v1	PAY	cpa-notification-service-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-notification-service-v1@sha256:18998564026160e42b286b966c5b1e2a0893b3e8a7dce39b4cb4169788ecc7fc
payment-services-oracle	cpa-order-service-v1	PAY	cpa-order-service-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-order-service-v1@sha256:423a7771e65b5da460b5ae939b56cc8094aad2fded2e32a50bd81c589aeaa46c
payment-services-oracle	cpa-prepaid-charging-service-v2	PAY	cpa-prepaid-charging-service-v2.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-prepaid-charging-service-v2@sha256:c6417a5962383800fb1144b828cc1a5376101bb898324629973b968aa60eb58f
payment-services-oracle	cpa-resend-failed-orders-and-notifications-service-v1	PAY	cpa-resend-failed-orders-and-notifications-service-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-resend-failed-orders-and-notifications-service-v1@sha256:c4eb24a1ad16c289b4aeafadcde9f90ab0de253b57d9fa9e92a4b8249d34cf2b
payment-services-oracle	cpa-ussd-authorization-request-v1	PAY	cpa-ussd-authorization-request-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-ussd-authorization-request-v1@sha256:b617a84b652a5a554f79bfbacc0a09233c8433776346b9f494e872bac56a1f8d
payment-services-oracle	cpa-ussd-authorization-response-v1	PAY	cpa-ussd-authorization-response-v1.git	docker-registry.default.svc:5000/payment-services-oracle/cpa-ussd-authorization-response-v1@sha256:b28a1354b846baa1e67030c63dd50da27f3463b46ffa7f4edf46c3cee41a2cf5
payment-services-oracle	ldap-dc	opt	image-ldap.git	docker-registry.default.svc:5000/base-images/ldap-service@sha256:1532c5d5f89770f2bcde4961c1e07edb0e24824497b994c5f909e173198e9855
payment-services-oracle	partnerbilling-notification-service-v1	pay	partnerbilling-notification-service-v1.git	docker-registry.default.svc:5000/payment-services-oracle/partnerbilling-notification-service-v1@sha256:b9cd3f9bd2ec6a144a595b6ce9ae3fcd23aa08446ea1c6ec7216d03a3113f1e7
payment-services-oracle	partnerbilling-oneoff-charge-v1	PAY	partnerbilling-oneoff-charge-v1.git	docker-registry.default.svc:5000/payment-services-oracle/partnerbilling-oneoff-charge-v1@sha256:f71a8dee1f7caa123c7ec90a218e99cf3156561f2ef32fb8e00618b99d170923
payment-services-oracle	partnerbilling-order-dispatcher-v1	PAY	partnerbilling-order-dispatcher-v1.git	docker-registry.default.svc:5000/payment-services-oracle/partnerbilling-order-dispatcher-v1@sha256:c16fd5b5703a0cda2a72f7e1d21c1056f8fcc0a1c2fe527e117e6bbcf665b8ab
platform-tools	occam	OPT	opt-occam.git	docker-registry.default.svc:5000/platform-tools/occam@sha256:ea95d2c4a9b1a9af243d314a4bdb88acfdf60002960ef6cefa8fed69b880fc25
platform-tools	opt-canary1	opt	opt-canary.git	docker-registry.default.svc:5000/platform-tools/opt-canary@sha256:25132a444da53a98ab0b5c3b35d9984925cb8df9aa948e8907aefd439f2e351d
platform-tools	opt-canary2	opt	opt-canary.git	docker-registry.default.svc:5000/platform-tools/opt-canary@sha256:25132a444da53a98ab0b5c3b35d9984925cb8df9aa948e8907aefd439f2e351d
platform-tools	opt-canary3	opt	opt-canary.git	docker-registry.default.svc:5000/platform-tools/opt-canary@sha256:25132a444da53a98ab0b5c3b35d9984925cb8df9aa948e8907aefd439f2e351d
platform-tools	opt-canary4	opt	opt-canary.git	docker-registry.default.svc:5000/platform-tools/opt-canary@sha256:25132a444da53a98ab0b5c3b35d9984925cb8df9aa948e8907aefd439f2e351d
platform-tools	opt-dashboard	OPT	opt-dashboard.git	docker-registry.default.svc:5000/platform-tools/opt-dashboard@sha256:8b330e27a97e00bc1ff642289cf1ab9610fa469cace4d9d0852d79432316ce4d
platform-tools	opt-event-exporter	opt	opt-event-exporter.git	docker-registry.default.svc:5000/platform-tools/opt-event-exporter@sha256:b5b42310cd86e029294060b3f80e933eb40c5724015d630830778e61c60137e1
platform-tools	opt-tetrao	opt	opt-tetrao.git	docker-registry.default.svc:5000/platform-tools/opt-tetrao@sha256:1bc438717a01a6428c0fffcc9b8221fba245c9ed03538f25380fcb10f88ea9c6
platform-tools	pipeline-monitor	opt	opt-pipeline-monitor.git	docker-registry.default.svc:5000/platform-tools/pipeline-monitor@sha256:423373ec2a898792b8fe2714d7b61e217dec1f96df43ac1efd627c5f8fb9b35b
prepaid-management	edr-processing-service	PRPM	edr-processing-service.git	docker-registry.default.svc:5000/prepaid-management/edr-processing-service@sha256:09a016b79ce86b43e872e94d61c766c5d83b61b54b2d5096b7ab6d86b2a2819b
product-management-services	product-management-service	PM	product-management.git	docker-registry.default.svc:5000/product-management-services/product-management-service@sha256:38ecf4094342afe2d722f45e152071cd4184c24eeb93d813a59850c5c9426378
product-management-services	productcatalog-componentimport-service	PM	productcatalog-componentimport-service.git	docker-registry.default.svc:5000/product-management-services/productcatalog-componentimport-service@sha256:5d9c5a3f63c31b542e66b326f518091198e2714cdd14763f3042b8edd1c39fe6
product-management-services	productcatalog-product-info-service	PM	productcatalog-productoffer-service.git	docker-registry.default.svc:5000/product-management-services/productcatalog-product-info-service@sha256:45ec5b5a19ea59d5e8a81a73212f6b172c21a732a0cd98aff9f426a0c1249b33
product-qualifier	product-qualifier	PQ	product-qualifier.git	docker-registry.default.svc:5000/product-qualifier/product-qualifier@sha256:82046182c3f3c27f848cd88a09528895996627f5359fa93cd099d452f869d2f6
product-qualifier	service-qualifier	PQ	service-qualifier.git	docker-registry.default.svc:5000/product-qualifier/service-qualifier@sha256:5c2b05c115008cea575e7071c61c2c118b7213cb02852a9c977852233c0a14a2
revenue-management	data-allowance-usage-service	RM	data-allowance-usage-service.git	docker-registry.default.svc:5000/revenue-management/data-allowance-usage-service@sha256:76d0ddd544fc799a428238fd35a71ad7fbd1406f24d7bb82778e1fc71237e2cc
revenue-management	family-bonus-usage-service	RM	family-bonus-usage-service.git	docker-registry.default.svc:5000/revenue-management/family-bonus-usage-service@sha256:2390f4e2706c2dfbd2b1a1f5891615ec8f11331c163618239dd5e6e46070c7a2
subscription-management	ftp-file-import-bulk-order	SUBM	ftp-file-import-bulk-order.git	docker-registry.default.svc:5000/subscription-management/ftp-file-import-bulk-order@sha256:e2cbe2c8181203fbde6dcc29f4858cb29f57e1baffcfa5ef81d3c9aad0740596
subscription-product-inventory	subscription-inventory-service	PIS	subscription-inventory-service.git	docker-registry.default.svc:5000/subscription-product-inventory/subscription-inventory-service@sha256:b553e35c329eed683550c9be729899bbdf3d893fcf8f703809b29f1ff7d27706
subscription-product-inventory	subscription-retrieval-isade-integration-service	PIS	subscription-retrieval-isade-integration-service.git	docker-registry.default.svc:5000/subscription-product-inventory/subscription-retrieval-isade-integration-service@sha256:94ad43fe6ec0d0dd48d654488c8bd35fe66fc14691d54a31a9c5cbf4c4d64bad
subscription-product-inventory	subscription-retrieval-nmsip-integration-service	PIS	subscription-retrieval-nmsip-integration-service.git	docker-registry.default.svc:5000/subscription-product-inventory/subscription-retrieval-nmsip-integration-service@sha256:43aefd873f8397d6817fe64ad4a188455572219820cd5bb0f5f485bb839628fe
subscription-product-ordering	subscription-equipment-service	POS	subscription-equipment-service.git	docker-registry.default.svc:5000/subscription-product-ordering/subscription-equipment-service@sha256:dd3324be8288161437838db605b51892bef505459afcf07634661226ad45b058
telenor-digital	telenor-digital-service	TDS	telenor-digital-service.git	docker-registry.default.svc:5000/telenor-digital/telenor-digital-service@sha256:8eae804c261b4a8bd0b349a2f5c56798c43de67a085633e48e6a3e9e39687c91
comet-java-services	prometheus			docker-registry.default.svc:5000/base-images/prometheus@sha256:cf81be77d586f16997155834f08bdb7042e330e52ef3877d8458ad5e0c5328d4
comet-osb-services	origo-proxy			docker-registry.default.svc:5000/base-images/nginx@sha256:163c12a7e835a509ae35794779f9423d23bf925d21c9f0b893316e6742d842fc
comet-osb-services	prometheus			docker-registry.default.svc:5000/base-images/prometheus@sha256:cf81be77d586f16997155834f08bdb7042e330e52ef3877d8458ad5e0c5328d4
customer-and-account-management	prometheus			docker-registry.default.svc:5000/base-images/prometheus@sha256:cf81be77d586f16997155834f08bdb7042e330e52ef3877d8458ad5e0c5328d4
device-information	redis			registry.redhat.io/rhscl/redis-5-rhel7@sha256:f3cf80b8dd897d008ed83b33662e869d397534218c0d436536a0673cadbd8bbf
istio-citadel	istio-citadel			docker-registry.default.svc:5000/istio-citadel/istio-citadel@sha256:ce573d25c4ff11fd2690400e87feeb1b993f408b279503a3854474c664a8e167
order-processing-services	securityproxy-inbound			docker-registry.default.svc:5000/base-images/nginx@sha256:163c12a7e835a509ae35794779f9423d23bf925d21c9f0b893316e6742d842fc
order-processing-services	securityproxy-outbound			docker-registry.default.svc:5000/base-images/nginx@sha256:163c12a7e835a509ae35794779f9423d23bf925d21c9f0b893316e6742d842fc
payment-services	prometheus			docker-registry.default.svc:5000/base-images/prometheus@sha256:cf81be77d586f16997155834f08bdb7042e330e52ef3877d8458ad5e0c5328d4
payment-services-oracle	prometheus			docker-registry.default.svc:5000/base-images/prometheus@sha256:cf81be77d586f16997155834f08bdb7042e330e52ef3877d8458ad5e0c5328d4
platform-messaging	broker-amq			docker-registry.default.svc:5000/openshift/jboss-amq-63@sha256:3981a66428347bd3874d1146390db35278ffab56d8eb736ceedf3971950d2631
platform-messaging	broker-drainer			docker-registry.default.svc:5000/openshift/jboss-amq-63@sha256:3981a66428347bd3874d1146390db35278ffab56d8eb736ceedf3971950d2631
platform-tools	joar-api			docker-registry.default.svc:5000/platform-tools/joar-api@sha256:392bed69a39b9c3e67280e2ca7768a79cbae7ef53f99a6a5ea8f4a754225dde1
platform-tools	ldap-operator			docker-registry.default.svc:5000/platform-tools/ldap-operator@sha256:3dfd0de5ee314d493805587ca0e88a7d2044319faf12fb8bfd613540f90c0e91
platform-tools	ldap-service			docker-registry.default.svc:5000/platform-tools/ldap-service@sha256:5c31e47b22d57d2b338a5d8b2dd8384632352ef9bab8920273b4f4008a831e37
platform-tools	networkutils			docker-registry.default.svc:5000/base-images/image-networkutils@sha256:8e2801a0388e4fb97646c95e1596959d30cdd528c37b074eed53b759808d5046
platform-tools	opt-grafana			docker-registry.default.svc:5000/platform-tools/opt-grafana@sha256:64abd012aa814cd4734d810993c4e5464931fc582258f4be4cd0be9d11932487
platform-tools	skopeo-service-go			docker-registry.default.svc:5000/platform-tools/skopeo-service-go@sha256:9df52508602665a62c511f084154cf586dcc87d5d0d16b54d7d28521b7bae1b4
platform-tools	system-saml-service			docker-registry.default.svc:5000/platform-tools/system-saml-service@sha256:393e5caecfe777b3dc8bf2dad0e6093760d8b83af5b4fb7986b9c8b56dcabe3b
platform-tools	telenor-prometheus-operator			docker-registry.default.svc:5000/platform-tools/telenor-prometheus-operator@sha256:0188d280af927cc112cf6f2ce63b01c61cf24d9111205767861b63a3c17c6ec9
product-qualifier	redis			docker-registry.default.svc:5000/base-images/redis-5-rhel7@sha256:181e4d2df1c1e63d6a427f211b61c4d76f3aecdfacef7a5d0a813a66578a62b7
product-qualifier	redis-exporter			docker-registry.default.svc:5000/base-images/redis-exporter@sha256:739cd78edd1b65e6fa855b6dd87bd9b9d430873908b6ed1d029928f18a1f59dd
projects-operator	projects-operator			docker-registry.default.svc:5000/projects-operator/projects-operator@sha256:e937e09fa7caf3412065c996873166398230489861b4861f1cafbb820d47319d
shared-platform-tools	firewall-verification-v2			docker-registry.default.svc:5000/shared-platform-tools/firewall-verification-v2@sha256:759e42329b71ba1c8f14ca1aaa47b029b34aa46d964e97fb88ebebb53c64ff60
shared-platform-tools	networkutils			docker-registry.default.svc:5000/base-images/image-networkutils@sha256:8e2801a0388e4fb97646c95e1596959d30cdd528c37b074eed53b759808d5046
subscription-product-ordering	subscription-order-proxy-inbound			docker-registry.default.svc:5000/base-images/nginx@sha256:163c12a7e835a509ae35794779f9423d23bf925d21c9f0b893316e6742d842fc
telenor-security-service	amplifier			docker-registry.default.svc:5000/telenor-security-service/amplifier@sha256:56865d956a2fe4f71ef640b743c4332b8a2cacd9b43a0eb641df0454b21597ca
telenor-security-service	cows			docker-registry.default.svc:5000/telenor-security-service/cows@sha256:ad77a7d00009e6a193714f2e15c0212dc8894d17e68aec3459b411e9aad38f0a
telenor-security-service	elvis			docker-registry.default.svc:5000/telenor-security-service/elvis@sha256:858a70ef2ecf833d0e875f32d87aee9f10cf6009b7f2ff069226b4b77d9a7efa
telenor-security-service	guitar			docker-registry.default.svc:5000/telenor-security-service/guitar@sha256:bc224527cd9150032b7a080137c929270e195e3c59a8c788da5a60672b349bbc
telenor-security-service	heimebane			docker-registry.default.svc:5000/telenor-security-service/heimebane@sha256:e02cd0da56c724dea24e368cd9e2a4cf26ad8caa0a6cff7bd9608cc556c98e9d
telenor-security-service	marionettist			docker-registry.default.svc:5000/telenor-security-service/marionettist@sha256:c05385c76edd17b3d6feb4dbb995eaec719634637c452fe8d5c6cf1eb2ee2e1d
telenor-security-service	nutss			docker-registry.default.svc:5000/telenor-security-service/nutss@sha256:c9b2bce07feca421a6f4a22818be1c3baebf98610e8895d1addaf38a1f18d58c
telenor-security-service	nutss-certs			docker-registry.default.svc:5000/telenor-security-service/nginx-1.13.4-1.el7@sha256:fc4c5fd87ef84625fc092aee243b970990a5075b4d7dcfd907b4aee67e91173a
telenor-security-service	openshift-slack			docker-registry.default.svc:5000/telenor-security-service/openshift-slack@sha256:49af7305cc010361666d4adb13992c02f97cb56ed5538cbbd87c9712847ebcf2
telenor-security-service	prometheus			docker-registry.default.svc:5000/base-images/prometheus@sha256:cf81be77d586f16997155834f08bdb7042e330e52ef3877d8458ad5e0c5328d4
telenor-security-service	proxy			docker-registry.default.svc:5000/telenor-security-service/nginx-1.13.4-1.el7@sha256:fc4c5fd87ef84625fc092aee243b970990a5075b4d7dcfd907b4aee67e91173a
telenor-security-service	tjaws			docker-registry.default.svc:5000/telenor-security-service/tjaws@sha256:e40b47953791c0b8d55c30b3aeca325b6414bb213ab204378e2dd6d4f8777d2d
